상세영업상태명,지번주소,도로명주소,도로명우편번호,사업장명,좌표정보(X),좌표정보(Y)
폐업,서울특별시 광진구 구의동 246-13번지 ,"서울특별시 광진구 아차산로 377 (구의동, 지층)",5044,구의 게임랜드,207418.4817,448333.1576
폐업,서울특별시 광진구 자양동 216-9번지 ,"서울특별시 광진구 아차산로 380, 지층 (자양동)",143851,코아게임장,207444.549,448263.8953
폐업,서울특별시 광진구 중곡동 157-7번지 ,"서울특별시 광진구 천호대로 557, 2층 (중곡동, 풍국빌딩)",4929,군자게임랜드,207024.9866,450555.5315
영업중,서울특별시 광진구 자양동 779-6번지 신라빌딩 ,"서울특별시 광진구 아차산로 361, 신라빌딩 (자양동)",5026,자양 게임장,207259.6748,448311.6328
폐업,서울특별시 광진구 자양동 216-9번지 ,서울특별시 광진구 아차산로 380 (자양동),5051,코아 게임장,207444.549,448263.8953
폐업,서울특별시 광진구 중곡동 157-7번지 ,"서울특별시 광진구 천호대로 557 (중곡동, 풍국빌딩)",4929,군자게임랜드,207024.9866,450555.5315
폐업,서울특별시 광진구 구의동 246-104번지 ,"서울특별시 광진구 아차산로 379, 지층 (구의동, 송산빌딩)",5044,대박 성인 게임장,207426.5984,448317.3157
폐업,서울특별시 광진구 구의동 246-3번지 ,서울특별시 광진구 아차산로 395 (구의동),5044,91게임랜드,207564.4762,448369.5689
폐업,서울특별시 광진구 자양동 216-9 202호,"서울특별시 광진구 아차산로 380, 202호 (자양동, 세화빌딩)",5051,환상 성인오락실 (2019. 4. 10. 현장조사 무단폐업),207444.549,448263.8953
폐업,서울특별시 광진구 능동 279-4 ,"서울특별시 광진구 능동로 294 (능동, 능동빌딩)",4985,뉴스타 게임랜드,206919.6715,450401.2732
등록취소,서울특별시 광진구 자양동 779-3 ,"서울특별시 광진구 아차산로 353, 2층 (자양동, 금강태극빌)",5026,구의 게임랜드,207186.0816,448336.6977
직권말소,서울특별시 광진구 구의동 246-3 ,"서울특별시 광진구 아차산로 395, 1층 (구의동)",5044,91게임랜드,207564.4762,448369.5689
폐업,서울특별시 광진구 구의동 246-104 송산빌딩 ,"서울특별시 광진구 아차산로 379, 송산빌딩 지하1층 (구의동)",5044,서울게임장,207426.5984,448317.3157
폐업,서울특별시 광진구 자양동 216-23 태양빌딩 ,"서울특별시 광진구 아차산로 384, 태양빌딩 지하1층 (자양동)",5051,해피게임랜드,207481.1674,448276.0786
폐업,서울특별시 광진구 구의동 246-104 송산빌딩 ,"서울특별시 광진구 아차산로 379, 송산빌딩 지하1층 (구의동)",5044,우리게임장,207426.5984,448317.3157
영업중,서울특별시 광진구 능동 279-4 능동빌딩 ,"서울특별시 광진구 능동로 294, 능동빌딩 지하1층 (능동)",4985,뉴스타 게임랜드,206919.6715,450401.2732
폐업,서울특별시 광진구 구의동 246-104 송산빌딩 ,"서울특별시 광진구 아차산로 379, 송산빌딩 (구의동)",5044,탑게임장,207426.5984,448317.3157
영업중,서울특별시 광진구 자양동 216-9,"서울특별시 광진구 아차산로 380, 지층 (자양동)",5051,대박게임랜드,207444.549,448263.8953
영업중,서울특별시 광진구 자양동 779-3 금강태극빌,"서울특별시 광진구 아차산로 353, 금강태극빌 2층 201호 (자양동)",5026,구의게임장,207186.0816,448336.6977
영업중,서울특별시 광진구 구의동 246-104 송산빌딩 ,"서울특별시 광진구 아차산로 379, 송산빌딩 지층 (구의동)",5044,국제게임장,207426.5984,448317.3157
폐업,서울특별시 광진구 구의동 246-3,"서울특별시 광진구 아차산로 395, 1층 (구의동)",5044,한강게임랜드,207564.4762,448369.5689
