상세영업상태명,지번주소,도로명주소,도로명우편번호,사업장명,좌표정보(X),좌표정보(Y),제공게임물명
영업중,서울특별시 광진구 화양동 9-91 캠퍼스 프라자 ,"서울특별시 광진구 동일로22길 81, 102, 103호 (화양동, 캠퍼스 프라자)",5018,Fun City,206000.9861,448808.0905,전체이용가
폐업,서울특별시 광진구 자양동 7-6번지 ,서울특별시 광진구 아차산로 230 (자양동),5073,브리즈 브이알 카페 건대점,206014.5159,448665.2088,
직권말소,서울특별시 광진구 자양동 2-14,"서울특별시 광진구 동일로20길 114, 지하1층 (자양동)",5073,넷아레나,206081.7084,448587.3998,
영업중,서울특별시 광진구 화양동 3-37번지 ,"서울특별시 광진구 능동로 131, 2층 (화양동)",5011,쌈바플스방,206258.4659,448939.5284,전체이용가
폐업,서울특별시 광진구 자양동 5-13번지 ,서울특별시 광진구 동일로20길 106 (자양동),5073,짱오락실,206040.4111,448600.9543,
폐업,서울특별시 광진구 화양동 113-1번지 광진 코지웰 ,"서울특별시 광진구 능동로19길 35, 2층 (화양동, 광진 코지웰)",5009,브라보 VR,206278.9821,449425.1319,
폐업,서울특별시 광진구 화양동 48-14번지 삼영빌딩 ,"서울특별시 광진구 아차산로 219, 삼영빌딩 2층 (화양동)",5019,브라이트 건대점,205934.0938,448768.0108,
영업중,서울특별시 광진구 능동 220-4 쥬얼테크,"서울특별시 광진구 천호대로 562, 쥬얼테크 지하1층 (능동)",4985,군자역 리그 PC,207028.7443,450469.0323,
직권말소,서울특별시 광진구 구의동 546-1 동서울종합터미널,"서울특별시 광진구 강변역로 50, 동서울종합터미널 2층 (구의동)",5116,터미널 오락실,208201.9933,447967.2995,
폐업,서울특별시 광진구 화양동 48-14번지 삼영빌딩 ,"서울특별시 광진구 아차산로 219, 삼영빌딩 2층 (화양동)",5019,VR MAGIC PARK 건국대점,205934.0938,448768.0108,
영업중,서울특별시 광진구 구의동 212-2,"서울특별시 광진구 아차산로 473, 4층 (구의동)",5035,맥스피드 PC방 구의본점,208261.7488,448701.6585,
영업중,서울특별시 광진구 구의동 57-55 대운빌딩,"서울특별시 광진구 자양로 278, 대운빌딩 지하2층 (구의동)",4962,제로백PC 아차산역점,208017.0201,449825.0061,
