교육지원청명,자치구,주소,"사립,공립",유형,유치원명,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수
강서양천교육지원청,양천구,서울특별시 양천구 목동중앙로 70,공립,병설,서울영도초등학교병설유치원,07시00분~19시00분,1.0,2.0,2.0,0,,9.0,21.0,25.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 방화대로50길 22,공립,병설,서울정곡초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,5.0,8.0,17.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 곰달래로25길 4,사립,사인,신영유치원,07시30분~19시30분,2.0,2.0,2.0,0,,31.0,38.0,40.0,0,
남부교육지원청,구로구,서울특별시 구로구 도림로 59,사립,사인,새두산유치원,07시00분~19시00분,2.0,2.0,1.0,0,,32.0,32.0,18.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 신내로19길 42,사립,사인,영은유치원,07시50분~20시00분,3.0,2.0,3.0,0,,54.0,52.0,64.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 사당로28길 34,사립,사인,동그라미유치원,08시00분~19시00분,3.0,4.0,3.0,0,,68.0,80.0,80.0,0,
남부교육지원청,구로구,서울특별시 구로구 도림로 107,사립,사인,세희유치원,07시00분~20시00분,1.0,1.0,1.0,0,,12.0,17.0,16.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 신원로3길 59-9,사립,사인,예닮유치원,09시00분~18시30분,1.0,1.0,1.0,0,,7.0,6.0,12.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 성대로6가길 29,사립,사인,은혜유치원,08시00분~19시00분,1.0,1.0,1.0,0,,0.0,0.0,0.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 해등로 195,사립,사인,다솜유치원,09시00분~19시30분,1.0,3.0,3.0,0,,45.0,79.0,81.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로228길 29,사립,사인,대원유치원,08시30분~18시30분,,1.0,1.0,0,,,4.0,7.0,0,
북부교육지원청,노원구,서울특별시 노원구 마들로3길 37,사립,사인,보배유치원,07시30분~19시30분,2.0,1.0,1.0,0,,16.0,22.0,21.0,0,
북부교육지원청,노원구,서울특별시 노원구 한글비석로 281,사립,사인,우리유치원,09시00분~18시30분,2.0,3.0,2.0,0,,41.0,54.0,52.0,0,
북부교육지원청,노원구,서울특별시 노원구 우이천로 102,사립,사인,초안유치원,08시00분~20시00분,1.0,1.0,2.0,0,,13.0,11.0,33.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 연희로10길 17-6,사립,사인,벧엘유치원,08시00분~19시00분,2.0,2.0,2.0,0,,28.0,27.0,35.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 홍제내길 84,사립,사인,예그린유치원,09시00분~20시00분,1.0,1.0,1.0,0,,16.0,19.0,26.0,0,
서부교육지원청,은평구,서울특별시 은평구 갈현로 212-1,사립,사인,색동유치원,07시30분~20시00분,2.0,2.0,2.0,0,,25.0,36.0,51.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 독서당로 272,사립,사인,아이들세상유치원,08시20분~17시00분,1.0,2.0,2.0,0,,23.0,31.0,31.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 월곡로7길 72,사립,사인,사랑유치원,07시00분~20시00분,1.0,2.0,2.0,0,,52.0,55.0,68.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 구천면로39길 26,사립,사인,오송유치원,08시30분~18시00분,2.0,2.0,3.0,0,,26.0,30.0,57.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 광평로51길 46,공립,병설,서울수서초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,6.0,5.0,8.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 세무서길 33-9,공립,병설,서울인왕초등학교병설유치원,07시30분~20시00분,1.0,1.0,1.0,0,,7.0,18.0,20.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 삼성로 151,사립,사인,선경유치원,08시30분~18시00분,1.0,,,2,,8.0,,,19,
강남서초교육지원청,강남구,서울특별시 강남구 개포로110길 15,사립,사인,신아유치원,07시30분~19시00분,1.0,1.0,2.0,0,,30.0,30.0,60.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 선릉로10길 18-6,사립,사인,신양유치원,09시00분~19시30분,1.0,1.0,2.0,0,,19.0,17.0,31.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 서초대로70길 32,사립,사인,우정유치원,09시30분~18시00분,,1.0,2.0,0,,,24.0,43.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 까치산로 116,사립,사인,강서유치원,07시30분~19시30분,1.0,2.0,3.0,0,,16.0,32.0,55.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 곰달래로57길 39,사립,법인,대유유치원,08시00분~20시00분,1.0,1.0,2.0,0,,16.0,22.0,36.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 오목로13길 31,사립,사인,대한유치원,08시00분~18시40분,1.0,1.0,1.0,0,,5.0,16.0,14.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동중앙북로7길 22,사립,사인,동연유치원,09시00분~20시00분,1.0,1.0,1.0,0,,10.0,25.0,24.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동동로 50,사립,사인,목성유치원,08시30분~17시30분,2.0,2.0,2.0,0,,40.0,60.0,60.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 우현로 8,사립,사인,문성유치원,09시00분~17시00분,1.0,2.0,3.0,0,,13.0,32.0,44.0,0,
중부교육지원청,중구,서울특별시 중구 소파로2길 10,사립,법인,숭의여자대학교부설유치원,09시00분~17시00분,1.0,1.0,1.0,0,,21.0,17.0,22.0,0,
중부교육지원청,용산구,서울특별시 용산구 효창원로 17,사립,사인,일민유치원,09시00분~19시00분,2.0,2.0,2.0,0,,39.0,43.0,42.0,0,
중부교육지원청,종로구,서울특별시 종로구 혜화로6가길 34,사립,사인,한아름유치원,08시00분~18시00분,,,,3,,,,,31,
동부교육지원청,동대문구,서울특별시 동대문구 망우로6길 48,공립,단설,서울휘경유치원,07시30분~19시30분,2.0,2.0,2.0,0,1.0,28.0,22.0,39.0,0,5.0
강남서초교육지원청,강남구,서울특별시 강남구 선릉로64길 33,공립,병설,서울도곡초등학교병설유치원,07시00분~19시00분,2.0,1.0,1.0,0,,16.0,20.0,21.0,0,
서부교육지원청,은평구,서울특별시 은평구 진관1로 77-15,사립,사인,하늘유치원,09시00분~19시00분,2.0,2.0,2.0,0,,31.0,45.0,48.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 양산로17길 8,사립,법인,무지개영재유치원,09시00분~17시00분,3.0,4.0,3.0,0,,66.0,94.0,86.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 낙성대역14길 6,사립,사인,예일유치원,09시00분~19시00분,1.0,1.0,1.0,0,,16.0,13.0,22.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 양재대로124길 89-18,사립,사인,반석유치원,07시50분~18시30분,2.0,1.0,1.0,0,,29.0,25.0,27.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 학동로67길 15,사립,사인,청담몬테소리유치원,08시30분~18시00분,2.0,2.0,2.0,0,,33.0,41.0,35.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 자양로30길 6,사립,사인,동인유치원,09시00분~19시00분,,,,1,,,,,19,
성동광진교육지원청,성동구,서울특별시 성동구 금호로 100,사립,사인,경동유치원,08시30분~17시10분,,3.0,3.0,0,,,73.0,84.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 무학로6길 41,사립,법인,송곡유치원,09시00분~17시00분,,1.0,1.0,0,,,30.0,31.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 삼양로 574-38,사립,사인,현대유치원,09시00분~17시00분,,,1.0,1,,,,14.0,14,
남부교육지원청,금천구,서울특별시 금천구 탑골로3길 50,사립,사인,백상유치원,09시00분~18시00분,,1.0,1.0,0,,,11.0,11.0,0,
중부교육지원청,종로구,서울특별시 종로구 혜화로 32,공립,병설,서울혜화초등학교병설유치원,07시00분~19시00분,,1.0,1.0,0,,,5.0,10.0,0,
서부교육지원청,은평구,서울특별시 은평구 갈현로15길 51,공립,병설,서울구현초등학교병설유치원,07시20분~19시20분,1.0,1.0,1.0,0,,3.0,13.0,14.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 북악산로 844,사립,사인,아랑유치원,07시30분~19시30분,2.0,3.0,2.0,0,,56.0,71.0,63.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 천호대로111길 41,사립,사인,예일유치원,09시00분~20시00분,,,2.0,1,,,,48.0,20,
강서양천교육지원청,강서구,서울특별시 강서구 방화대로45길 32,사립,사인,우람유치원,09시00분~17시00분,2.0,3.0,3.0,0,,51.0,67.0,76.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 면목로 434,공립,병설,서울면목초등학교병설유치원,07시30분~19시30분,1.0,1.0,2.0,0,,7.0,8.0,21.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 신대방2길 14,공립,병설,서울문창초등학교병설유치원,08시00분~17시00분,1.0,1.0,1.0,0,1.0,13.0,16.0,37.0,0,6.0
강동송파교육지원청,송파구,서울특별시 송파구 올림픽로 135,사립,사인,잠실럭키유치원,09시00분~17시00분,2.0,2.0,1.0,0,,38.0,42.0,28.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 논현로5길 31-11,사립,사인,구룡유치원,08시00분~19시00분,2.0,1.0,1.0,0,,33.0,26.0,26.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 언주로 123,사립,사인,남부유치원,09시00분~17시00분,,,,2,,,,,73,
북부교육지원청,도봉구,서울특별시 도봉구 도봉로173길 96,공립,병설,서울도봉초등학교병설유치원,07시00분~19시00분,,,1.0,1,,,,6.0,6,
북부교육지원청,노원구,서울특별시 노원구 중계로12길 9,공립,병설,서울수암초등학교병설유치원,07시00분~19시00분,1.0,1.0,2.0,0,,14.0,20.0,23.0,0,
남부교육지원청,구로구,서울특별시 구로구 고척로21길 55,공립,병설,서울매봉초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,9.0,17.0,18.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동로8길 19,공립,병설,서울서정초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,16.0,19.0,24.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 솔밭로 20,사립,사인,종인유치원,09시00분~20시00분,1.0,,,1,,12.0,,,16,
동작관악교육지원청,관악구,서울특별시 관악구 양산길 18,사립,법인,하늘유치원,09시00분~18시00분,1.0,1.0,1.0,0,,11.0,7.0,24.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로208길 34,사립,사인,고운유치원,07시00분~20시00분,3.0,3.0,3.0,0,,63.0,61.0,62.0,0,
북부교육지원청,노원구,서울특별시 노원구 덕릉로79길 23,사립,사인,까치유치원,07시00분~22시00분,3.0,2.0,2.0,0,,35.0,40.0,38.0,0,
남부교육지원청,구로구,서울특별시 구로구 경서로 31,공립,병설,서울고척초등학교병설유치원,07시30분~19시30분,2.0,2.0,1.0,0,1.0,32.0,29.0,22.0,0,4.0
남부교육지원청,구로구,서울특별시 구로구 구로동로17길 37-4,사립,사인,서울남유치원,07시30분~19시30분,2.0,1.0,2.0,0,,28.0,21.0,39.0,0,
남부교육지원청,금천구,서울특별시 금천구 탑골로 47-3,공립,단설,서울탑동유치원,07시00분~19시30분,2.0,2.0,2.0,0,,18.0,30.0,29.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 신길로 93,사립,법인,살레시오성미유치원,09시00분~17시00분,3.0,3.0,3.0,0,,63.0,62.0,72.0,0,
서부교육지원청,은평구,서울특별시 은평구 증산로15길 35-8,사립,사인,피노키오유치원,09시00분~20시00분,,,1.0,2,,,,30.0,50,
서부교육지원청,서대문구,서울특별시 서대문구 통일로25길 30,사립,법인,한양제일유치원,07시00분~19시00분,1.0,1.0,1.0,0,,19.0,19.0,24.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 남부순환로58길 32,공립,병설,서울신원초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,2.0,11.0,12.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 덕릉로59아길 17,사립,사인,한별유치원,08시00분~20시00분,1.0,1.0,2.0,0,,17.0,28.0,37.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 세검정로1길 95,사립,사인,경복유치원,08시00분~20시00분,2.0,2.0,2.0,0,,38.0,50.0,52.0,0,
서부교육지원청,마포구,서울특별시 마포구 새터산2길 34,사립,사인,성산아트유치원,08시00분~18시30분,2.0,3.0,1.0,0,,31.0,52.0,30.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 동남로16길 3,사립,사인,제일무궁화유치원,08시00분~18시00분,2.0,3.0,3.0,0,,60.0,69.0,69.0,0,
북부교육지원청,노원구,서울특별시 노원구 덕릉로 780,사립,사인,동화나라유치원,08시00분~20시00분,2.0,1.0,1.0,0,,18.0,16.0,26.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 석촌호수로 159,공립,병설,서울송전초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,8.0,8.0,22.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 양녕로23길 25,사립,법인,행복유치원,08시30분~17시30분,3.0,2.0,2.0,0,,54.0,47.0,50.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 동남로83길 66,사립,사인,명덕유치원,08시00분~17시30분,2.0,2.0,3.0,0,,32.0,39.0,60.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 양재대로 1218,사립,사인,올림픽유치원,09시00분~17시30분,2.0,2.0,2.0,0,,36.0,33.0,34.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 오금로32길 13,사립,사인,예은유치원,08시20분~18시00분,2.0,2.0,2.0,0,,39.0,33.0,43.0,0,
남부교육지원청,구로구,서울특별시 구로구 개봉로20길 6,사립,사인,목원유치원,09시30분~19시00분,3.0,2.0,3.0,0,,57.0,48.0,64.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 용마산로 250,사립,사인,솔방울유치원,09시00분~19시30분,1.0,1.0,1.0,0,,16.0,9.0,13.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 면목로61길 50,사립,사인,봄내유치원,07시50분~19시50분,2.0,2.0,3.0,0,,18.0,44.0,62.0,0,
서부교육지원청,은평구,서울특별시 은평구 진흥로12길 23,사립,사인,유정유치원,08시00분~18시30분,2.0,2.0,2.0,0,,40.0,57.0,56.0,0,
서부교육지원청,은평구,서울특별시 은평구 응암로28길 34,사립,사인,와우랩유치원,09시00분~19시00분,2.0,4.0,3.0,0,,51.0,106.0,89.0,0,
서부교육지원청,마포구,서울특별시 마포구 숭문6길 19,사립,사인,정님유치원,08시00분~18시00분,2.0,2.0,2.0,0,,52.0,52.0,44.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 정릉로9라길 11,공립,병설,서울청덕초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,4.0,7.0,0,
중부교육지원청,중구,서울특별시 중구 청파로 447-1,사립,법인,가명유치원,09시00분~18시00분,1.0,1.0,1.0,0,,22.0,27.0,26.0,0,
중부교육지원청,중구,서울특별시 중구 동호로20길 24,사립,법인,근화유치원,09시00분~17시00분,1.0,,,3,,20.0,,,61,
중부교육지원청,종로구,서울특별시 종로구 필운대로1길 34,사립,법인,배화여자대학교 부속 배화유치원,09시00분~17시00분,1.0,1.0,1.0,0,,22.0,23.0,29.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 화랑로13길 17,사립,법인,탑주유치원,08시00분~18시00분,3.0,2.0,2.0,0,,59.0,57.0,56.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 삼각산로 143-1,사립,사인,성실유치원,07시00분~16시30분,2.0,2.0,1.0,0,,39.0,37.0,29.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 곰달래로47길 88,사립,사인,우일유치원,09시00분~18시30분,2.0,2.0,2.0,0,,27.0,33.0,31.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 영중로41길 5,사립,사인,한영유치원,08시00분~19시00분,1.0,2.0,1.0,0,,20.0,46.0,27.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 자양로 296,사립,사인,슬기유치원,07시00분~22시00분,1.0,1.0,1.0,0,,19.0,21.0,26.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 아차산로21길 15,사립,사인,윤진유치원,09시00분~20시00분,,,,1,,,,,17,
성동광진교육지원청,광진구,서울특별시 광진구 아차산로41길 22-5,사립,사인,자양하나유치원,07시00분~20시00분,1.0,1.0,1.0,0,,9.0,13.0,20.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 송파대로37길 45,공립,병설,서울가락초등학교병설유치원,07시30분~19시30분,1.0,2.0,2.0,0,1.0,10.0,19.0,29.0,0,2.0
강동송파교육지원청,강동구,서울특별시 강동구 양재대로116길 69,공립,병설,서울길동초등학교병설유치원,07시00분~19시00분,1.0,1.0,2.0,0,,13.0,15.0,30.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 마천로 30,사립,사인,예원유치원,09시00분~20시00분,,1.0,1.0,0,,,17.0,26.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 올림픽로 419,사립,사인,햇빛유치원,09시00분~17시30분,4.0,3.0,3.0,0,,81.0,80.0,83.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 남부순환로86길 22,사립,법인,계상유치원,07시00분~20시00분,2.0,3.0,3.0,0,,41.0,56.0,65.0,0,
서부교육지원청,마포구,서울특별시 마포구 매봉산로 24-1,사립,법인,나사렛유치원,08시00분~19시00분,3.0,2.0,2.0,0,,45.0,42.0,48.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 허준로 23,사립,사인,우리곰유치원,08시00분~18시00분,2.0,1.0,1.0,0,,26.0,23.0,21.0,0,
북부교육지원청,노원구,서울특별시 노원구 덕릉로 459-18,사립,사인,희산유치원,09시00분~20시00분,1.0,1.0,1.0,0,,10.0,15.0,24.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 보문로 98,사립,법인,동선유치원,07시00분~20시00분,1.0,1.0,1.0,0,,8.0,11.0,10.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 삼양로 74,사립,사인,명덕유치원,09시00분~18시00분,,1.0,1.0,0,,,4.0,7.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 상암로63길 39-10,사립,사인,녹원유치원,09시30분~18시00분,3.0,1.0,,0,,74.0,31.0,,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동로11길 30,공립,병설,서울양목초등학교병설유치원,07시00분~20시00분,1.0,1.0,2.0,0,1.0,6.0,11.0,24.0,0,4.0
강서양천교육지원청,양천구,서울특별시 양천구 월정로46길 9,사립,사인,세진유치원,09시00분~18시00분,1.0,1.0,1.0,0,,14.0,19.0,25.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 신정로7길 81-4,사립,사인,신정유치원,09시00분~19시00분,4.0,4.0,3.0,0,,66.0,82.0,74.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 신길로40길 10,사립,사인,동천유치원,08시30분~18시00분,1.0,1.0,1.0,0,,11.0,24.0,23.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 신길로41라길 13-9,사립,법인,명신유치원,08시00분~20시00분,1.0,2.0,2.0,0,,16.0,44.0,48.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 숙선옹주로 91,사립,사인,윤경유치원,07시00분~19시00분,2.0,2.0,2.0,0,,23.0,42.0,55.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 답십리로 184,사립,사인,한양유치원,09시30분~19시00분,1.0,2.0,2.0,0,,8.0,30.0,29.0,0,
남부교육지원청,금천구,서울특별시 금천구 독산로108길 37,사립,사인,양지유치원,09시00분~22시00분,,1.0,1.0,0,,,22.0,17.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 도신로 68-1,사립,사인,우성유치원,07시20분~19시20분,1.0,1.0,1.0,0,,18.0,15.0,18.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 관악로5길 61,공립,병설,서울청룡초등학교병설유치원,07시00분~20시00분,,,1.0,2,,,,19.0,19,
동작관악교육지원청,동작구,서울특별시 동작구 시흥대로 644-1,사립,사인,양문유치원,08시00분~19시00분,,1.0,1.0,0,,,8.0,5.0,0,
서부교육지원청,은평구,서울특별시 은평구 갈현로4길 42,사립,법인,보람유치원,09시00분~18시30분,,,1.0,1,,,,19.0,18,
성동광진교육지원청,성동구,서울특별시 성동구 무학로10길 21,사립,법인,성심유치원,09시00분~18시00분,1.0,1.0,1.0,0,,16.0,20.0,19.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 천중로35길 37-1,사립,사인,화랑유치원,09시00분~18시00분,1.0,,,1,,2.0,,,12,
강남서초교육지원청,강남구,서울특별시 강남구 강남대로66길 21,공립,병설,서울역삼초등학교병설유치원,07시30분~19시30분,,1.0,1.0,0,1.0,,16.0,14.0,0,2.0
동부교육지원청,동대문구,서울특별시 동대문구 장안벚꽃로 107,사립,사인,세하유치원,08시00분~20시00분,2.0,1.0,2.0,0,,32.0,23.0,41.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 동소문로13길 38,공립,병설,서울돈암초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,11.0,20.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 삼양로74길 39,공립,병설,서울수유초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,5.0,12.0,12.0,0,3.0
강서양천교육지원청,강서구,서울특별시 강서구 개화동로23길 100,사립,사인,공항제일유치원,09시00분~17시00분,,,,2,,,,,21,
강서양천교육지원청,양천구,서울특별시 양천구 월정로9길 23-4,사립,사인,목동다솜유치원,07시00분~22시00분,1.0,1.0,1.0,0,,19.0,22.0,21.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 화곡로63가길 63,사립,사인,등현유치원,07시00분~20시00분,2.0,2.0,3.0,0,,44.0,52.0,62.0,0,
중부교육지원청,종로구,서울특별시 종로구 홍지문2길 1,사립,법인,상명사대부속유치원,08시40분~18시00분,2.0,2.0,2.0,0,,42.0,51.0,53.0,0,
중부교육지원청,중구,서울특별시 중구 덕수궁길 140,공립,병설,서울덕수초등학교병설유치원,07시20분~19시20분,2.0,1.0,1.0,0,,13.0,20.0,15.0,0,
중부교육지원청,종로구,서울특별시 종로구 북촌로4길 7,공립,병설,서울재동초등학교병설유치원,07시00분~19시30분,1.0,1.0,1.0,0,,7.0,16.0,15.0,0,
중부교육지원청,용산구,서울특별시 용산구 이촌로81길 14,사립,사인,원유치원,08시00분~19시00분,2.0,2.0,3.0,0,,48.0,56.0,65.0,0,
중부교육지원청,용산구,서울특별시 용산구 회나무로13가길 16,사립,사인,유성유치원,08시40분~18시00분,3.0,2.0,2.0,0,,30.0,22.0,44.0,0,
중부교육지원청,종로구,서울특별시 종로구 동망산길 62,사립,사인,청룡유치원,07시00분~20시00분,,,,1,,,,,10,
성북강북교육지원청,성북구,서울특별시 성북구 동소문로34길 24,사립,법인,희망찬유치원,07시00분~20시00분,3.0,3.0,2.0,0,,35.0,53.0,37.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 위례성대로10길 4,공립,병설,서울방이초등학교병설유치원,07시30분~19시30분,1.0,1.0,2.0,0,1.0,11.0,16.0,23.0,0,5.0
강동송파교육지원청,강동구,서울특별시 강동구 명일로24길 33,공립,병설,서울신명초등학교병설유치원,09시00분~19시00분,,1.0,1.0,0,,,4.0,16.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 상도로50길 36-1,사립,법인,샛별유치원,09시00분~17시00분,3.0,2.0,3.0,0,,44.0,49.0,74.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 상일로10길 41,사립,사인,강동유정유치원,08시00분~18시00분,6.0,6.0,5.0,0,,127.0,148.0,134.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 아차산로 552,사립,사인,보성유치원,08시00분~18시30분,2.0,1.0,1.0,0,,28.0,30.0,29.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 도봉로 88,사립,사인,아름유치원,09시00분~20시00분,1.0,1.0,1.0,0,,2.0,5.0,12.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 돌곶이로 64,사립,사인,은하유치원,07시00분~20시00분,,,1.0,1,,,,31.0,37,
성북강북교육지원청,성북구,서울특별시 성북구 월계로 124,사립,사인,한마음유치원,08시30분~19시00분,2.0,2.0,2.0,0,,31.0,45.0,46.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 보문로27길 15,사립,사인,신암유치원,07시00분~20시00분,1.0,1.0,1.0,0,,22.0,28.0,30.0,0,
남부교육지원청,구로구,서울특별시 구로구 새말로 73,공립,병설,서울미래초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,16.0,21.0,19.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 가마산로51길 9,사립,법인,성락유치원,08시00분~20시00분,,,1.0,1,,,,10.0,7,
성북강북교육지원청,강북구,서울특별시 강북구 솔샘로 159,사립,사인,솔샘유치원,07시00분~20시00분,5.0,3.0,3.0,0,,69.0,61.0,64.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 허준로 175,사립,사인,유니유치원,09시00분~17시00분,2.0,2.0,2.0,0,,40.0,50.0,52.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 국회대로53길 20,공립,병설,서울영동초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,7.0,16.0,15.0,0,3.0
서부교육지원청,은평구,서울특별시 은평구 백련산로2길 35,공립,병설,서울연은초등학교병설유치원,07시30분~19시30분,,1.0,1.0,0,1.0,,14.0,20.0,0,5.0
동부교육지원청,중랑구,서울특별시 중랑구 동일로157길 75,공립,병설,서울묵현초등학교병설유치원,07시30분~19시30분,,1.0,1.0,0,1.0,,10.0,16.0,0,5.0
강동송파교육지원청,송파구,서울특별시 송파구 성내천로 207,공립,병설,서울남천초등학교병설유치원,07시00분~20시00분,,,1.0,0,,,,10.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 월계로 61,사립,법인,창문유치원,08시00분~20시00분,2.0,3.0,2.0,0,,46.0,69.0,53.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 남부순환로246길 25,사립,사인,은아유치원,07시30분~19시00분,3.0,3.0,3.0,0,,66.0,72.0,71.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로186길 27,사립,사인,공능유치원,09시00분~18시30분,1.0,1.0,1.0,0,,10.0,13.0,14.0,0,
남부교육지원청,금천구,서울특별시 금천구 시흥대로38길 62,사립,법인,서울국악유치원,09시00분~19시00분,2.0,2.0,2.0,0,,40.0,44.0,49.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 경인로 756,공립,병설,서울영등포초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,5.0,5.0,14.0,0,4.0
남부교육지원청,영등포구,서울특별시 영등포구 도림로 339,사립,사인,성심유치원,09시00분~17시00분,1.0,1.0,2.0,0,,17.0,23.0,57.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 증가로 191,사립,사인,조은유치원,08시00분~18시30분,1.0,2.0,2.0,0,,22.0,42.0,58.0,0,
서부교육지원청,은평구,서울특별시 은평구 가좌로5길 5,사립,법인,충암유치원,09시30분~19시00분,2.0,2.0,2.0,0,,47.0,54.0,57.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 모래내로 432,사립,사인,현대홍익유치원,07시30분~19시30분,1.0,2.0,2.0,0,,22.0,36.0,42.0,0,
