교육지원청명,자치구,주소,"사립,공립",유형,유치원명,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수
성북강북교육지원청,성북구,서울특별시 성북구 길음로13길 29,사립,사인,푸른샘유치원,09시00분~20시00분,2.0,2.0,3.0,0,,46.0,49.0,59.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 강서로 348,사립,사인,우현유치원,07시00분~19시00분,1.0,1.0,1.0,0,,8.0,15.0,20.0,0,
남부교육지원청,금천구,서울특별시 금천구 시흥대로104길 31,공립,병설,서울독산초등학교병설유치원,08시00분~20시00분,1.0,1.0,1.0,0,,10.0,10.0,20.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 강서로 216-23,사립,사인,윤희유치원,09시00분~18시00분,,1.0,1.0,0,,,5.0,12.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 마곡서1로 139-13,공립,단설,서울마곡유치원,07시00분~19시30분,2.0,3.0,3.0,0,2.0,30.0,62.0,65.0,0,9.0
서부교육지원청,마포구,서울특별시 마포구 양화로3길 94,공립,병설,서울성산초등학교병설유치원,07시00분~19시00분,1.0,1.0,2.0,0,1.0,12.0,15.0,22.0,0,4.0
동작관악교육지원청,동작구,서울특별시 동작구 만양로 26,사립,사인,행복한숲유치원,08시30분~17시30분,2.0,2.0,2.0,0,,44.0,41.0,32.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 오목로42길 13,사립,사인,목동유치원,07시00분~19시00분,2.0,3.0,3.0,0,,35.0,36.0,47.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 성내천로47길 38-1,사립,사인,위례우일유치원,08시00분~18시30분,3.0,4.0,4.0,0,,70.0,95.0,99.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 헌릉로569길 41,공립,단설,서울은곡유치원,07시00분~19시00분,3.0,2.0,2.0,0,1.0,25.0,33.0,29.0,0,4.0
강서양천교육지원청,강서구,서울특별시 강서구 남부순환로7길 39,사립,사인,밤비니유치원,07시00분~19시00분,,1.0,2.0,0,,,10.0,21.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 강서로62길 40,사립,사인,행복한유치원,08시00분~18시30분,1.0,2.0,1.0,0,,8.0,27.0,21.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 태봉로2길 21,사립,사인,예원유치원,09시00분~17시00분,2.0,2.0,2.0,0,,23.0,28.0,27.0,0,
북부교육지원청,노원구,서울특별시 노원구 월계로55길 16,공립,단설,서울연지유치원,07시00분~20시00분,1.0,2.0,2.0,0,1.0,14.0,21.0,27.0,0,4.0
북부교육지원청,노원구,서울특별시 노원구 동일로245길 162,공립,단설,서울수락산유치원,07시30분~19시30분,2.0,2.0,2.0,0,1.0,26.0,18.0,19.0,0,4.0
남부교육지원청,금천구,서울특별시 금천구 시흥대로79길 37,공립,병설,서울금나래초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,9.0,15.0,18.0,0,4.0
중부교육지원청,용산구,서울특별시 용산구 효창원로 228,공립,단설,서울청파유치원,07시30분~19시30분,3.0,2.0,2.0,0,1.0,19.0,36.0,31.0,0,5.0
동부교육지원청,중랑구,서울특별시 중랑구 용마공원로5길 32,공립,병설,서울면북초등학교병설유치원,07시30분~19시30분,,,1.0,1,,,,3.0,4,
강동송파교육지원청,송파구,서울특별시 송파구 올림픽로4길 59,공립,병설,서울아주초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,5.0,14.0,9.0,0,
남부교육지원청,구로구,서울특별시 구로구 중앙로 6,공립,병설,서울고산초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,10.0,20.0,14.0,0,
북부교육지원청,노원구,서울특별시 노원구 한글비석로54길 119,공립,병설,서울상원초등학교병설유치원,07시00분~19시00분,,1.0,1.0,0,,,10.0,11.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 길음로13길 29,공립,단설,서울좋은소리유치원,07시30분~19시30분,1.0,1.0,2.0,0,1.0,15.0,21.0,36.0,0,3.0
강남서초교육지원청,강남구,서울특별시 강남구 광평로34길 17,사립,사인,강남유정유치원,08시00분~18시00분,7.0,6.0,5.0,0,,140.0,150.0,139.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 오현로 204,공립,병설,서울번동초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,8.0,10.0,18.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 청림5길 22,공립,단설,서울청림유치원,07시30분~19시30분,2.0,2.0,2.0,0,1.0,13.0,22.0,30.0,0,4.0
강동송파교육지원청,강동구,서울특별시 강동구 상일로11길 110,공립,병설,서울고현초등학교병설유치원,07시20분~19시20분,1.0,1.0,1.0,0,,12.0,19.0,23.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 일원로 21,공립,병설,서울영희초등학교병설유치원,07시00분~20시00분,1.0,1.0,2.0,0,1.0,14.0,20.0,40.0,0,4.0
동작관악교육지원청,동작구,서울특별시 동작구 장승배기로 160,공립,병설,서울노량진초등학교병설유치원,07시30분~20시00분,,,,1,,,,,15,
동작관악교육지원청,관악구,서울특별시 관악구 은천로 93,공립,단설,서울구암유치원,07시30분~19시30분,2.0,2.0,2.0,0,1.0,14.0,25.0,39.0,0,3.0
성동광진교육지원청,성동구,서울특별시 성동구 마장로29길 29,공립,병설,서울동명초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,4.0,5.0,13.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 수명로1길 76,공립,단설,서울수명유치원,07시30분~19시30분,3.0,3.0,3.0,0,2.0,30.0,36.0,38.0,0,6.0
강동송파교육지원청,송파구,서울특별시 송파구 양산로2길 26,공립,병설,서울거원초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,7.0,16.0,20.0,0,4.0
강서양천교육지원청,강서구,서울특별시 강서구 곰달래로49길 10,사립,사인,새싹유치원,09시00분~13시00분,,,,0,,,,,0,
강서양천교육지원청,강서구,서울특별시 강서구 등촌로13바길 46,사립,사인,나나유치원,07시00분~19시00분,1.0,2.0,1.0,0,,14.0,24.0,28.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 용마산로118길 55,사립,법인,정암유치원,09시00분~17시00분,2.0,1.0,1.0,0,,27.0,27.0,28.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 고덕로97길 80,공립,단설,서울강솔유치원,07시30분~19시30분,3.0,3.0,2.0,0,2.0,30.0,41.0,41.0,0,7.0
남부교육지원청,영등포구,서울특별시 영등포구 대방천로 206,공립,병설,서울대길초등학교병설유치원,07시00분~19시30분,1.0,1.0,1.0,0,,11.0,19.0,7.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 신이문로 16,공립,단설,서울이문유치원,09시00분~19시30분,2.0,2.0,2.0,0,1.0,27.0,35.0,36.0,0,5.0
북부교육지원청,노원구,서울특별시 노원구 동일로213길 52,공립,병설,서울당현초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,8.0,14.0,21.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 금낭화로 35,공립,단설,서울금낭화유치원,07시30분~19시30분,1.0,1.0,2.0,0,1.0,11.0,8.0,37.0,0,4.0
북부교육지원청,노원구,서울특별시 노원구 한글비석로1길 81-11,공립,병설,서울용동초등학교병설유치원,07시00분~19시00분,,1.0,1.0,0,,,2.0,11.0,0,
서부교육지원청,마포구,서울특별시 마포구 월드컵로25길 86,공립,병설,서울동교초등학교병설유치원,07시00분~17시00분,1.0,1.0,1.0,0,,10.0,14.0,8.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 등촌로13자길 42-14,공립,병설,서울신곡초등학교병설유치원,07시30분~19시30분,2.0,1.0,1.0,0,1.0,7.0,10.0,8.0,0,4.0
성북강북교육지원청,강북구,서울특별시 강북구 한천로124길 14,공립,병설,서울수송초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,7.0,10.0,15.0,0,4.0
동부교육지원청,동대문구,서울특별시 동대문구 사가정로 276-19,사립,사인,정원유치원,07시30분~19시30분,2.0,2.0,2.0,0,,38.0,39.0,45.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 방학로 247-21,공립,병설,서울신학초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,11.0,7.0,14.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 동작대로27길 62,사립,사인,모아유치원,09시00분~18시30분,1.0,1.0,1.0,0,,24.0,26.0,25.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 만양로8길 50,사립,사인,시현유치원,09시30분~18시30분,2.0,2.0,2.0,0,,42.0,48.0,27.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 긴고랑로13길 59,공립,병설,서울중광초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,12.0,17.0,20.0,0,3.0
중부교육지원청,종로구,서울특별시 종로구 자하문로 105,공립,병설,서울청운초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,11.0,13.0,21.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로227길 26,사립,법인,꿈동산아이유치원,07시50분~19시00분,3.0,3.0,3.0,0,,63.0,70.0,69.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 등촌로39길 71,공립,병설,서울등촌초등학교병설유치원,07시30분~20시00분,1.0,1.0,1.0,0,,14.0,10.0,16.0,0,
서부교육지원청,마포구,서울특별시 마포구 성미산로7길 24,공립,병설,서울성서초등학교병설유치원,07시30분~19시30분,1.0,1.0,2.0,0,1.0,7.0,6.0,12.0,0,5.0
북부교육지원청,도봉구,서울특별시 도봉구 우이천로 360,공립,병설,서울쌍문초등학교병설유치원,07시30분~19시30분,,1.0,1.0,0,,,6.0,12.0,0,
서부교육지원청,은평구,서울특별시 은평구 불광로 51,공립,병설,서울불광초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,11.0,8.0,19.0,0,
서부교육지원청,은평구,서울특별시 은평구 가좌로6길 20,공립,병설,서울응암초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,1.0,14.0,15.0,19.0,0,4.0
서부교육지원청,마포구,서울특별시 마포구 월드컵북로 152,공립,병설,서울중동초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,10.0,12.0,16.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로192가길 16,공립,병설,서울공연초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,1.0,5.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 바우뫼로18길 14,공립,단설,서울양재유치원,07시30분~20시00분,2.0,2.0,2.0,0,1.0,24.0,33.0,38.0,0,4.0
성북강북교육지원청,강북구,서울특별시 강북구 삼양로20길 29,공립,병설,서울송천초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,5.0,5.0,11.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 전농로 172,공립,병설,서울전곡초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,6.0,15.0,8.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 장월로8가길 41,공립,병설,서울장위초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,8.0,11.0,22.0,0,3.0
강동송파교육지원청,송파구,서울특별시 송파구 오금로57길 15,공립,병설,서울영풍초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,8.0,14.0,16.0,0,5.0
강동송파교육지원청,송파구,서울특별시 송파구 위례북로2길 12,공립,병설,서울위례솔초등학교병설유치원,07시30분~19시30분,1.0,2.0,2.0,0,1.0,12.0,30.0,18.0,0,4.0
서부교육지원청,서대문구,서울특별시 서대문구 모래내로15길 61,공립,병설,서울가재울초등학교병설유치원,07시00분~19시00분,1.0,1.0,2.0,0,1.0,16.0,22.0,43.0,0,2.0
강서양천교육지원청,강서구,서울특별시 강서구 허준로 109,공립,병설,서울탑산초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,1.0,5.0,17.0,19.0,0,4.0
강남서초교육지원청,서초구,서울특별시 서초구 청계산로11길 14,공립,단설,서울청계숲유치원,07시00분~20시00분,2.0,2.0,2.0,0,1.0,19.0,22.0,32.0,0,2.0
동작관악교육지원청,관악구,서울특별시 관악구 남현4길 51,공립,단설,서울남현유치원,07시30분~19시30분,2.0,2.0,2.0,0,1.0,17.0,24.0,32.0,0,2.0
북부교육지원청,도봉구,서울특별시 도봉구 도봉로136다길 4,공립,병설,서울가인초등학교병설유치원,07시30분~19시30분,1.0,,,1,,2.0,,,9,
동작관악교육지원청,관악구,서울특별시 관악구 양녕로6나길 1,공립,병설,서울신봉초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,9.0,12.0,8.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 솔밭로 47,공립,병설,서울행림초등학교병설유치원,07시30분~19시30분,1.0,,,1,,3.0,,,6,
남부교육지원청,구로구,서울특별시 구로구 연동로8길 15,공립,단설,서울항동유치원,07시30분~19시30분,3.0,3.0,3.0,0,2.0,40.0,63.0,64.0,0,8.0
동작관악교육지원청,동작구,서울특별시 동작구 서달로 115,공립,단설,서울은로유치원,07시30분~19시30분,3.0,2.0,2.0,0,1.0,35.0,26.0,44.0,0,4.0
강서양천교육지원청,양천구,서울특별시 양천구 오목로23길 24,공립,병설,서울양동초등학교병설유치원,07시30분~19시30분,1.0,1.0,2.0,0,1.0,9.0,15.0,24.0,0,3.0
강동송파교육지원청,강동구,서울특별시 강동구 구천면로 650,사립,사인,선아유치원,08시30분~18시00분,1.0,1.0,1.0,0,,22.0,23.0,24.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 강서로31길 48,공립,병설,서울신월초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,12.0,10.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 무수막길 69,공립,병설,서울금호초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,1.0,10.0,12.0,15.0,0,4.0
북부교육지원청,도봉구,서울특별시 도봉구 도당로6길 14-11,공립,단설,서울방학유치원,07시30분~19시30분,1.0,2.0,2.0,0,1.0,12.0,20.0,24.0,0,4.0
성북강북교육지원청,성북구,서울특별시 성북구 숭인로 50,공립,단설,서울좋은소리유치원분원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,14.0,19.0,20.0,0,2.0
북부교육지원청,도봉구,서울특별시 도봉구 시루봉로 285,공립,병설,서울오봉초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,4.0,4.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 봉우재로6길 26,공립,병설,서울중랑초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,6.0,14.0,17.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 위례순환로 477,공립,단설,서울솔가람유치원분원,07시30분~19시30분,1.0,1.0,2.0,0,,10.0,17.0,27.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 오목로4길 8,사립,사인,꿈꾸는유치원,08시00분~18시30분,2.0,2.0,2.0,0,,48.0,43.0,49.0,0,
서부교육지원청,은평구,서울특별시 은평구 은평로16길 9-1,사립,사인,은평하랑유치원,07시30분~19시30분,1.0,2.0,,0,,9.0,19.0,,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동동로1길 38,사립,법인,세신유치원,07시00분~20시00분,2.0,2.0,2.0,0,,33.0,43.0,48.0,0,
서부교육지원청,은평구,서울특별시 은평구 진관4로 93,공립,단설,서울산울림유치원,07시00분~19시00분,2.0,2.0,2.0,0,1.0,21.0,24.0,27.0,0,5.0
동작관악교육지원청,동작구,서울특별시 동작구 노량진로26길 16-40,공립,병설,서울본동초등학교병설유치원,07시00분~19시30분,,,,1,,,,,8,
동부교육지원청,중랑구,서울특별시 중랑구 신내로15길 110,공립,병설,서울봉화초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,10.0,9.0,12.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 압구정로71길 9,공립,병설,서울청담초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,8.0,9.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 봉화산로 82,공립,병설,서울중흥초등학교병설유치원,07시30분~20시00분,2.0,2.0,2.0,0,2.0,12.0,22.0,26.0,0,7.0
북부교육지원청,노원구,서울특별시 노원구 월계로45가길 10,공립,병설,서울월계초등학교병설유치원,시분~시분,1.0,1.0,1.0,0,,8.0,5.0,0.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 마들로 567,공립,단설,서울마들유치원,07시30분~19시30분,1.0,2.0,2.0,0,1.0,14.0,34.0,38.0,0,4.0
남부교육지원청,영등포구,서울특별시 영등포구 신길로 190,공립,병설,서울우신초등학교병설유치원,07시20분~19시20분,2.0,1.0,1.0,0,1.0,11.0,13.0,15.0,0,4.0
북부교육지원청,도봉구,서울특별시 도봉구 노해로 179,공립,병설,서울숭미초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,1.0,0.0,12.0,19.0,0,5.0
남부교육지원청,영등포구,서울특별시 영등포구 선유로43가길 14,공립,병설,서울선유초등학교병설유치원,07시00분~19시30분,1.0,1.0,1.0,0,,15.0,20.0,22.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 양원역로 95,공립,병설,서울양원숲초등학교병설유치원,07시00분~20시00분,2.0,2.0,2.0,0,1.0,18.0,27.0,32.0,0,5.0
강동송파교육지원청,강동구,서울특별시 강동구 아리수로93다길 1,공립,병설,서울강빛초등학교병설유치원,07시00분~20시00분,4.0,4.0,3.0,0,2.0,35.0,52.0,48.0,0,9.0
강남서초교육지원청,서초구,서울특별시 서초구 태봉로2길 21,공립,단설,서울어진유치원,07시30분~19시30분,2.0,2.0,2.0,0,1.0,18.0,19.0,27.0,0,3.0
중부교육지원청,종로구,서울특별시 종로구 통일로12길 51,사립,사인,린덴바움유치원,08시00분~17시00분,3.0,3.0,2.0,0,,68.0,74.0,57.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 뚝섬로 332,공립,병설,서울경일초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,8.0,7.0,16.0,0,
서부교육지원청,은평구,서울특별시 은평구 진관1로 77-15,공립,단설,서울북한산유치원,07시10분~19시30분,3.0,3.0,2.0,0,1.0,27.0,30.0,20.0,0,5.0
성동광진교육지원청,광진구,서울특별시 광진구 용마산로22길 82,공립,병설,서울용곡초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,7.0,9.0,14.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 공항대로3길 18,공립,병설,서울송정초등학교병설유치원,07시30분~19시30분,1.0,1.0,2.0,0,1.0,14.0,16.0,31.0,0,3.0
동부교육지원청,중랑구,서울특별시 중랑구 동일로 665,공립,병설,서울중목초등학교병설유치원,07시00분~20시00분,,1.0,1.0,0,,,5.0,18.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 양천로 11,공립,병설,서울개화초등학교병설유치원,07시30분~19시30분,,,,2,,,,,7,
동작관악교육지원청,관악구,서울특별시 관악구 보라매로2길 23,공립,병설,서울당곡초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,6.0,18.0,17.0,0,
북부교육지원청,노원구,서울특별시 노원구 한글비석로41가길 24,공립,병설,서울계상초등학교병설유치원,07시00분~19시30분,,,,2,,,,,14,
중부교육지원청,중구,서울특별시 중구 다산로 269,공립,병설,서울광희초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,13.0,4.0,13.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 삼학사로19길 20,사립,사인,홍익가족유치원,09시30분~17시30분,2.0,2.0,1.0,0,,38.0,47.0,46.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 개포로22길 87,공립,병설,서울포이초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,6.0,21.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 삼양로99길 36,공립,단설,서울우이유치원,07시30분~19시30분,2.0,2.0,2.0,0,3.0,21.0,26.0,38.0,0,10.0
강서양천교육지원청,양천구,서울특별시 양천구 신정로7길 81-4,공립,단설,서울신정유치원,07시30분~19시30분,2.0,3.0,3.0,0,2.0,27.0,44.0,39.0,0,6.0
강서양천교육지원청,강서구,서울특별시 강서구 곰달래로33가길 6,사립,사인,이솔유치원,07시00분~19시00분,1.0,1.0,1.0,0,,15.0,20.0,25.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 남부순환로163길 14,공립,병설,서울남부초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,8.0,17.0,20.0,0,5.0
성동광진교육지원청,광진구,서울특별시 광진구 능동로 42,공립,병설,서울신양초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,11.0,13.0,22.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 구천면로93길 20,공립,병설,서울고일초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,15.0,14.0,21.0,0,4.0
남부교육지원청,금천구,서울특별시 금천구 독산로54길 102,공립,병설,서울문교초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,1.0,5.0,8.0,14.0,0,4.0
남부교육지원청,구로구,서울특별시 구로구 서해안로24길 22,공립,병설,서울오류남초등학교병설유치원,07시00분~19시00분,,1.0,1.0,0,,,13.0,16.0,0,
서부교육지원청,은평구,서울특별시 은평구 통일로 650,공립,병설,서울어울초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,10.0,14.0,24.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 위례순환로 371,공립,단설,서울위례별유치원,07시30분~19시30분,4.0,3.0,3.0,0,2.0,44.0,63.0,65.0,0,9.0
서부교육지원청,은평구,서울특별시 은평구 진흥로7길 25,공립,단설,서울역촌유치원,07시00분~19시00분,,,2.0,0,,,,26.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 문성로28길 31,공립,병설,서울신림초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,6.0,10.0,14.0,0,
서부교육지원청,마포구,서울특별시 마포구 대흥로24바길 27,공립,병설,서울한서초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,3.0,17.0,20.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 답십리로48길 56,사립,사인,라온유치원,08시00분~17시00분,1.0,1.0,1.0,0,,16.0,15.0,20.0,0,
북부교육지원청,노원구,서울특별시 노원구 노원로1길 36,공립,병설,서울태릉초등학교병설유치원,07시00분~20시00분,,1.0,1.0,0,,,7.0,20.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 무학봉15길 21,공립,병설,서울무학초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,10.0,16.0,13.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 고덕로97길 80,공립,병설,서울강솔초등학교병설유치원,09시00분~19시30분,2.0,2.0,2.0,0,2.0,30.0,40.0,47.0,0,10.0
강남서초교육지원청,강남구,서울특별시 강남구 선릉로115길 42,공립,병설,서울학동초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,5.0,12.0,12.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 허준로 186,공립,병설,서울가양초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,12.0,10.0,16.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 백제고분로 400,공립,병설,서울송파초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,8.0,9.0,15.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 강서로56나길 34,공립,병설,서울등명초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,7.0,11.0,0,
