자치구,행정동,평균가격(만원),평균면적(m^2),면적당 가격(만원/m^2)
노원구,상계10동,76226,75,1034
노원구,상계1동,58620,84,714
노원구,상계2동,57784,70,834
노원구,상계3·4동,59553,79,766
노원구,상계5동,48737,67,731
노원구,상계6·7동,62849,60,1077
노원구,상계8동,51957,54,951
노원구,상계9동,45008,51,883
노원구,월계1동,63862,78,813
노원구,월계2동,53310,66,797
노원구,월계3동,60099,62,978
노원구,중계1동,79119,76,1043
노원구,중계2·3동,62730,65,971
노원구,중계4동,56018,71,795
노원구,중계본동,70179,85,818
노원구,하계1동,69130,80,887
노원구,하계2동,68471,72,949
도봉구,도봉1동,41012,76,530
도봉구,도봉2동,53070,81,654
도봉구,방학1동,48142,70,687
도봉구,방학2동,32733,48,677
도봉구,방학3동,43959,73,603
도봉구,쌍문1동,46220,75,597
도봉구,쌍문2동,41793,88,536
도봉구,쌍문3동,43030,61,675
도봉구,쌍문4동,48157,74,651
도봉구,창1동,60505,83,804
도봉구,창2동,44886,79,577
도봉구,창3동,38921,73,551
도봉구,창4동,59761,65,904
도봉구,창5동,62771,68,924
동대문구,답십리1동,61254,53,1087
동대문구,답십리2동,65777,68,958
동대문구,용신동,60559,54,1133
동대문구,이문1동,62609,68,1041
동대문구,이문2동,55405,63,808
동대문구,장안1동,48493,66,745
동대문구,장안2동,58662,78,752
동대문구,전농1동,88012,74,1165
동대문구,전농2동,76560,75,1002
동대문구,제기동,62839,68,925
동대문구,청량리동,83348,94,891
동대문구,회기동,45833,51,1032
동대문구,휘경1동,62776,69,1006
동대문구,휘경2동,69207,79,867
동작구,노량진1동,92171,77,1189
동작구,노량진2동,112000,68,1666
동작구,대방동,81745,70,1148
동작구,사당1동,79041,76,1021
동작구,사당2동,100034,74,1352
동작구,사당3동,104027,85,1233
동작구,사당4동,69216,85,846
동작구,사당5동,67245,65,1056
동작구,상도1동,72053,73,964
동작구,상도2동,105171,76,1376
동작구,상도3동,67833,79,836
동작구,상도4동,76175,77,1004
동작구,신대방1동,86005,81,1074
동작구,신대방2동,109280,115,1022
동작구,흑석동,132538,80,1641
마포구,공덕동,104072,70,1438
마포구,대흥동,82763,54,1335
마포구,도화동,96550,76,1238
마포구,망원1동,91662,84,1075
마포구,망원2동,68100,69,1004
마포구,상암동,94584,80,1182
마포구,서강동,114799,90,1254
마포구,서교동,89424,75,1190
마포구,성산1동,57366,79,736
마포구,성산2동,76755,75,1037
마포구,신수동,111462,76,1463
마포구,아현동,128591,86,1571
마포구,연남동,73020,79,940
마포구,염리동,113034,72,1558
마포구,용강동,119861,77,1571
마포구,합정동,157244,115,1377
서대문구,남가좌1동,88543,71,1240
서대문구,남가좌2동,84685,71,1169
서대문구,북가좌1동,74721,77,966
서대문구,북가좌2동,66613,94,751
서대문구,북아현동,114699,88,1365
서대문구,신촌동,45950,58,917
서대문구,연희동,64442,80,792
서대문구,천연동,85942,71,1208
서대문구,충현동,86848,75,1170
서대문구,홍은1동,61349,75,816
서대문구,홍은2동,57905,106,573
서대문구,홍제1동,66578,73,911
서대문구,홍제2동,67072,73,912
서대문구,홍제3동,64214,77,841
서초구,내곡동,141567,77,1871
서초구,반포1동,237427,82,2863
서초구,반포2동,301351,89,3438
서초구,반포3동,223920,77,2840
서초구,반포4동,220477,149,1520
서초구,반포본동,389970,95,3999
서초구,방배1동,201912,125,1653
서초구,방배2동,149568,90,1706
서초구,방배3동,183871,118,1705
서초구,방배4동,202327,127,1580
서초구,방배본동,221475,154,1507
서초구,서초1동,140640,110,1340
서초구,서초2동,146616,77,1762
서초구,서초3동,181121,124,1459
서초구,서초4동,216479,99,2222
서초구,양재1동,120647,80,1538
서초구,양재2동,90983,84,1094
서초구,잠원동,224550,96,2457
성동구,금호1가동,100465,80,1284
성동구,금호2·3가동,107419,68,1562
성동구,금호4가동,131659,77,1705
성동구,마장동,75902,66,1153
성동구,사근동,78227,61,1137
성동구,성수1가1동,299576,96,2702
성동구,성수1가2동,122780,77,1580
성동구,성수2가1동,192986,89,2209
성동구,성수2가3동,116380,81,1406
성동구,송정동,90942,82,1102
성동구,옥수동,148303,92,1654
성동구,왕십리2동,72325,62,1178
성동구,왕십리도선동,95927,75,1275
성동구,용답동,63975,78,831
성동구,응봉동,100105,75,1322
성동구,행당1동,124895,82,1503
성동구,행당2동,102809,73,1395
성북구,길음1동,78764,75,1038
성북구,길음2동,82813,78,1074
성북구,돈암1동,66394,78,855
성북구,돈암2동,71700,80,909
성북구,동선동,54476,73,868
성북구,보문동,81081,80,1031
성북구,삼선동,68363,71,1012
성북구,석관동,65142,76,872
성북구,성북동,30691,37,858
성북구,안암동,33870,48,625
성북구,월곡1동,64033,66,966
성북구,월곡2동,84055,90,911
성북구,장위1동,66047,84,851
성북구,장위2동,58351,65,931
성북구,장위3동,64453,60,1032
성북구,정릉1동,65844,74,879
성북구,정릉2동,56491,64,945
성북구,정릉3동,59062,93,655
성북구,정릉4동,52914,68,758
성북구,종암동,68633,72,936
송파구,가락1동,155908,80,1945
송파구,가락2동,92140,78,1162
송파구,가락본동,100879,92,1141
송파구,거여1동,70045,73,950
송파구,거여2동,94997,77,1290
송파구,마천1동,84655,87,970
송파구,마천2동,72954,60,1216
송파구,문정1동,86772,78,1105
송파구,문정2동,164746,101,1616
송파구,방이1동,107532,99,1120
송파구,방이2동,72909,70,1098
송파구,삼전동,55166,59,992
송파구,석촌동,79042,70,1129
송파구,송파1동,113820,97,1207
송파구,송파2동,129432,84,1549
송파구,오금동,96963,86,1170
송파구,오륜동,206876,96,2147
송파구,위례동,144720,95,1538
송파구,잠실2동,206900,76,2702
송파구,잠실3동,241675,102,2465
송파구,잠실4동,183160,78,2323
송파구,잠실6동,171110,118,1534
송파구,잠실7동,290303,124,2297
송파구,잠실본동,95550,73,1393
송파구,장지동,103591,76,1385
송파구,풍납1동,99083,86,1128
송파구,풍납2동,92969,74,1271
양천구,목1동,169869,97,1732
양천구,목2동,78456,86,906
양천구,목3동,75249,80,953
양천구,목4동,81595,80,1007
양천구,목5동,167309,111,1634
양천구,신월1동,37006,67,553
양천구,신월2동,53854,76,716
양천구,신월3동,43738,85,515
양천구,신월4동,49893,72,685
양천구,신월5동,46657,74,610
양천구,신월6동,65901,74,895
양천구,신월7동,47036,52,903
양천구,신정1동,144870,88,1633
양천구,신정2동,106987,87,1229
양천구,신정3동,71204,77,930
양천구,신정4동,51085,68,785
양천구,신정6동,158390,111,1578
양천구,신정7동,106420,88,1271
영등포구,당산1동,83023,68,1249
영등포구,당산2동,91492,74,1203
영등포구,대림1동,78551,76,1027
영등포구,대림2동,49121,56,891
영등포구,대림3동,58995,69,835
영등포구,도림동,81588,76,1063
영등포구,문래동,83992,76,1112
영등포구,신길1동,54389,46,1131
영등포구,신길3동,76649,66,1110
영등포구,신길4동,93441,70,1346
영등포구,신길5동,86753,69,1230
영등포구,신길6동,78931,66,1176
영등포구,신길7동,93800,71,1297
영등포구,양평1동,75410,68,1122
영등포구,양평2동,74840,70,1046
영등포구,여의동,219837,125,1821
영등포구,영등포동,46727,39,1134
영등포구,영등포본동,73161,72,1070
용산구,남영동,180200,146,1226
용산구,보광동,154992,73,2077
용산구,서빙고동,226408,126,1872
용산구,용문동,80688,65,1211
용산구,용산2가동,49800,70,708
용산구,원효로1동,119346,83,1453
용산구,원효로2동,140075,109,1454
용산구,이촌1동,232613,135,1888
용산구,이촌2동,133140,59,2317
용산구,이태원1동,232454,180,1344
용산구,이태원2동,143214,75,1907
용산구,청파동,40000,57,695
용산구,한강로동,204549,104,1812
용산구,한남동,327497,132,2156
용산구,효창동,109477,78,1440
용산구,후암동,99800,93,1079
은평구,갈현1동,48103,66,716
은평구,갈현2동,41875,75,557
은평구,구산동,45916,79,590
은평구,녹번동,61720,70,901
은평구,대조동,28224,33,898
은평구,불광1동,66077,73,911
은평구,불광2동,41147,56,950
은평구,수색동,90384,77,1208
은평구,신사1동,51035,71,709
은평구,신사2동,51489,77,681
은평구,역촌동,48059,78,632
은평구,응암1동,52705,68,833
은평구,응암2동,62153,68,906
은평구,응암3동,44427,62,730
은평구,증산동,64639,73,908
은평구,진관동,87198,94,948
종로구,교남동,122252,57,1903
종로구,무악동,121940,83,1475
종로구,사직동,158683,128,1213
종로구,숭인1동,103187,92,1123
종로구,숭인2동,23647,30,770
종로구,이화동,29780,38,874
종로구,종로1·2·3·4가동,73529,67,1085
종로구,종로5·6가동,29446,27,1094
종로구,창신1동,69562,50,1431
종로구,창신2동,39800,59,668
종로구,창신3동,72861,75,964
종로구,청운효자동,107500,112,963
종로구,평창동,91205,124,786
종로구,혜화동,105230,93,1093
중구,광희동,50254,45,1149
중구,다산동,45810,60,668
중구,동화동,97927,89,1097
중구,명동,206250,163,1260
중구,소공동,75256,56,1394
중구,신당5동,62331,46,1253
중구,신당동,55030,51,1049
중구,약수동,76830,81,1139
중구,을지로동,68929,62,1277
중구,장충동,271180,198,1200
중구,중림동,133127,87,1559
중구,청구동,96572,73,1322
중구,필동,48009,48,1006
중구,황학동,44794,47,964
중구,회현동,162358,119,1276
중랑구,망우3동,35833,50,707
중랑구,망우본동,48649,65,759
중랑구,면목2동,44823,71,643
중랑구,면목3·8동,58562,71,839
중랑구,면목4동,69495,75,921
중랑구,면목5동,98419,80,1217
중랑구,면목7동,70295,84,848
중랑구,면목본동,38077,44,820
중랑구,묵1동,61161,79,777
중랑구,묵2동,51179,70,727
중랑구,상봉1동,63848,78,799
중랑구,상봉2동,41947,47,964
중랑구,신내1동,55447,78,706
중랑구,신내2동,56294,67,854
중랑구,중화1동,51641,67,772
중랑구,중화2동,30539,51,603
